state,gender,year,name,number,row_num
ID,M,1910,John,34,1
ID,M,1910,William,29,2
ID,M,1910,James,28,3
NY,F,1910,Mary,1923,1
NY,F,1910,Helen,1290,2
NY,F,1910,Rose,990,3
GA,F,1910,Mary,841,1
GA,F,1910,Annie,553,2
GA,F,1910,Mattie,320,3
GA,M,1910,James,673,1
GA,M,1910,Willie,561,2
GA,M,1910,John,557,3
IA,M,1910,John,124,1
IA,M,1910,William,94,2
IA,M,1910,Harold,80,3
AZ,F,1910,Mary,74,1
AZ,F,1910,Maria,29,2
AZ,F,1910,Alice,27,3
WY,F,1910,Mary,27,1
WY,F,1910,Margaret,22,2
WY,F,1910,Helen,13,3
LA,M,1910,John,243,1
LA,M,1910,James,225,2
LA,M,1910,Joseph,196,3
IL,F,1910,Mary,1076,1
IL,F,1910,Helen,917,2
IL,F,1910,Dorothy,553,3
ND,F,1910,Mary,85,1
ND,F,1910,Alice,61,2
ND,F,1910,Margaret,61,3
NV,F,1910,Mary,10,1
NV,F,1910,Mildred,6,2
NV,F,1910,Emma,5,3
HI,M,1910,John,22,1
HI,M,1910,Joseph,18,2
HI,M,1910,George,17,3
PA,M,1910,John,1326,1
PA,M,1910,Joseph,831,2
PA,M,1910,William,793,3
NE,M,1910,John,93,1
NE,M,1910,William,63,2
NE,M,1910,Robert,57,3
VA,M,1910,James,461,1
VA,M,1910,William,381,2
VA,M,1910,John,342,3
CT,F,1910,Mary,304,1
CT,F,1910,Helen,170,2
CT,F,1910,Anna,131,3
TX,M,1910,John,411,1
TX,M,1910,James,403,2
TX,M,1910,William,397,3
FL,F,1910,Mary,239,1
FL,F,1910,Annie,101,2
FL,F,1910,Ethel,82,3
TX,F,1910,Mary,895,1
TX,F,1910,Ruby,314,2
TX,F,1910,Annie,277,3
WA,F,1910,Helen,156,1
WA,F,1910,Dorothy,122,2
WA,F,1910,Mary,112,3
CO,M,1910,John,99,1
CO,M,1910,James,66,2
CO,M,1910,Charles,51,3
VT,M,1910,George,16,1
VT,M,1910,Charles,15,2
VT,M,1910,Edward,15,3
NH,M,1910,John,23,1
NH,M,1910,George,22,2
NH,M,1910,Joseph,22,3
MS,M,1910,James,465,1
MS,M,1910,John,385,2
MS,M,1910,Willie,377,3
ND,M,1910,John,56,1
ND,M,1910,William,41,2
ND,M,1910,George,39,3
NM,M,1910,Jose,54,1
NM,M,1910,Joe,51,2
NM,M,1910,John,50,3
NY,M,1910,John,1125,1
NY,M,1910,Joseph,917,2
NY,M,1910,William,768,3
RI,M,1910,John,66,1
RI,M,1910,Joseph,56,2
RI,M,1910,William,37,3
NE,F,1910,Mary,161,1
NE,F,1910,Helen,134,2
NE,F,1910,Ruth,114,3
NM,F,1910,Mary,98,1
NM,F,1910,Maria,40,2
NM,F,1910,Margaret,38,3
MS,F,1910,Mary,762,1
MS,F,1910,Annie,354,2
MS,F,1910,Willie,208,3
MN,F,1910,Mary,216,1
MN,F,1910,Helen,201,2
MN,F,1910,Margaret,184,3
UT,F,1910,Mary,57,1
UT,F,1910,Dorothy,38,2
UT,F,1910,Helen,36,3
MI,F,1910,Helen,368,1
MI,F,1910,Mary,349,2
MI,F,1910,Margaret,272,3
OK,F,1910,Mary,326,1
OK,F,1910,Ruth,165,2
OK,F,1910,Ruby,159,3
WV,F,1910,Mary,380,1
WV,F,1910,Virginia,144,2
WV,F,1910,Helen,124,3
KS,M,1910,John,129,1
KS,M,1910,William,104,2
KS,M,1910,Charles,76,3
AR,F,1910,Mary,408,1
AR,F,1910,Ruby,148,2
AR,F,1910,Ruth,140,3
DC,F,1910,Mary,80,1
DC,F,1910,Margaret,72,2
DC,F,1910,Helen,52,3
OH,M,1910,John,431,1
OH,M,1910,William,321,2
OH,M,1910,James,265,3
LA,F,1910,Mary,586,1
LA,F,1910,Annie,169,2
LA,F,1910,Louise,157,3
MI,M,1910,John,190,1
MI,M,1910,William,154,2
MI,M,1910,George,134,3
MO,M,1910,William,314,1
MO,M,1910,John,288,2
MO,M,1910,James,243,3
DE,F,1910,Mary,59,1
DE,F,1910,Margaret,40,2
DE,F,1910,Helen,37,3
MO,F,1910,Mary,611,1
MO,F,1910,Helen,313,2
MO,F,1910,Dorothy,270,3
CA,F,1910,Mary,295,1
CA,F,1910,Helen,239,2
CA,F,1910,Dorothy,220,3
RI,F,1910,Mary,141,1
RI,F,1910,Helen,63,2
RI,F,1910,Margaret,55,3
SC,F,1910,Mary,602,1
SC,F,1910,Annie,305,2
SC,F,1910,Louise,173,3
SC,M,1910,James,556,1
SC,M,1910,John,390,2
SC,M,1910,William,281,3
IA,F,1910,Helen,249,1
IA,F,1910,Mary,239,2
IA,F,1910,Dorothy,185,3
SD,M,1910,John,54,1
SD,M,1910,William,34,2
SD,M,1910,George,28,3
OH,F,1910,Mary,1099,1
OH,F,1910,Helen,698,2
OH,F,1910,Dorothy,487,3
TN,F,1910,Mary,735,1
TN,F,1910,Ruby,168,2
TN,F,1910,Annie,163,3
UT,M,1910,John,39,1
UT,M,1910,William,32,2
UT,M,1910,James,26,3
MT,F,1910,Mary,81,1
MT,F,1910,Helen,58,2
MT,F,1910,Margaret,51,3
PA,F,1910,Mary,2913,1
PA,F,1910,Helen,1604,2
PA,F,1910,Anna,1534,3
HI,F,1910,Mary,47,1
HI,F,1910,Helen,20,2
HI,F,1910,Alice,19,3
IN,M,1910,William,164,1
IN,M,1910,John,156,2
IN,M,1910,Robert,131,3
NC,F,1910,Mary,837,1
NC,F,1910,Annie,401,2
NC,F,1910,Ruth,235,3
SD,F,1910,Helen,60,1
SD,F,1910,Mary,58,2
SD,F,1910,Ruth,52,3
MD,F,1910,Mary,393,1
MD,F,1910,Margaret,208,2
MD,F,1910,Helen,174,3
NV,M,1910,John,10,1
NV,M,1910,William,10,2
NV,M,1910,Robert,6,3
DC,M,1910,James,78,1
DC,M,1910,John,61,2
DC,M,1910,William,61,3
IL,M,1910,John,644,1
IL,M,1910,William,422,2
IL,M,1910,Joseph,364,3
WV,M,1910,William,151,1
WV,M,1910,James,134,2
WV,M,1910,John,125,3
AK,F,1910,Mary,14,1
AK,F,1910,Annie,12,2
AK,F,1910,Anna,10,3
NH,F,1910,Mary,50,1
NH,F,1910,Dorothy,39,2
NH,F,1910,Alice,35,3
ME,F,1910,Mary,92,1
ME,F,1910,Helen,60,2
ME,F,1910,Dorothy,55,3
AL,M,1910,James,486,1
AL,M,1910,John,399,2
AL,M,1910,William,343,3
VA,F,1910,Mary,848,1
VA,F,1910,Virginia,270,2
VA,F,1910,Elizabeth,254,3
OK,M,1910,John,171,1
OK,M,1910,William,166,2
OK,M,1910,James,156,3
MA,F,1910,Mary,989,1
MA,F,1910,Helen,473,2
MA,F,1910,Margaret,374,3
OR,M,1910,John,61,1
OR,M,1910,William,48,2
OR,M,1910,Robert,40,3
CA,M,1910,John,237,1
CA,M,1910,William,170,2
CA,M,1910,James,159,3
AL,F,1910,Mary,875,1
AL,F,1910,Annie,482,2
AL,F,1910,Willie,257,3
OR,F,1910,Dorothy,57,1
OR,F,1910,Mary,54,2
OR,F,1910,Helen,48,3
NJ,F,1910,Mary,593,1
NJ,F,1910,Helen,438,2
NJ,F,1910,Anna,355,3
IN,F,1910,Mary,619,1
IN,F,1910,Helen,324,2
IN,F,1910,Ruth,238,3
VT,F,1910,Mary,45,1
VT,F,1910,Helen,34,2
VT,F,1910,Dorothy,32,3
CT,M,1910,John,124,1
CT,M,1910,Joseph,103,2
CT,M,1910,William,78,3
KY,M,1910,James,352,1
KY,M,1910,William,301,2
KY,M,1910,John,286,3
KY,F,1910,Mary,793,1
KY,F,1910,Anna,199,2
KY,F,1910,Elizabeth,191,3
MN,M,1910,John,146,1
MN,M,1910,George,98,2
MN,M,1910,Harold,69,3
TN,M,1910,James,419,1
TN,M,1910,William,364,2
TN,M,1910,John,319,3
ID,F,1910,Mary,53,1
ID,F,1910,Dorothy,31,2
ID,F,1910,Helen,30,3
WI,F,1910,Mary,260,1
WI,F,1910,Helen,252,2
WI,F,1910,Margaret,244,3
ME,M,1910,John,42,1
ME,M,1910,George,36,2
ME,M,1910,Joseph,31,3
MA,M,1910,John,513,1
MA,M,1910,Joseph,299,2
MA,M,1910,William,259,3
WA,M,1910,James,75,1
WA,M,1910,John,69,2
WA,M,1910,Robert,63,3
DE,M,1910,William,28,1
DE,M,1910,James,23,2
DE,M,1910,John,21,3
FL,M,1910,James,204,1
FL,M,1910,John,184,2
FL,M,1910,Willie,140,3
AR,M,1910,James,231,1
AR,M,1910,William,203,2
AR,M,1910,John,188,3
NJ,M,1910,John,358,1
NJ,M,1910,Joseph,244,2
NJ,M,1910,William,222,3
WI,M,1910,John,130,1
WI,M,1910,William,100,2
WI,M,1910,Joseph,80,3
WY,M,1910,James,20,1
WY,M,1910,John,16,2
WY,M,1910,Robert,13,3
CO,F,1910,Mary,193,1
CO,F,1910,Helen,112,2
CO,F,1910,Dorothy,87,3
AZ,M,1910,John,39,1
AZ,M,1910,Manuel,29,2
AZ,M,1910,Joe,27,3
MT,M,1910,John,45,1
MT,M,1910,William,41,2
MT,M,1910,George,29,3
NC,M,1910,James,612,1
NC,M,1910,William,452,2
NC,M,1910,John,413,3
MD,M,1910,John,193,1
MD,M,1910,James,186,2
MD,M,1910,William,174,3
KS,F,1910,Mary,251,1
KS,F,1910,Helen,172,2
KS,F,1910,Dorothy,144,3
AK,M,1910,John,8,1
AK,M,1910,James,7,2
AK,M,1910,Paul,6,3
KS,M,1911,John,137,1
KS,M,1911,Charles,93,2
KS,M,1911,James,89,3
KY,F,1911,Mary,827,1
KY,F,1911,Elizabeth,197,2
KY,F,1911,Margaret,193,3
AL,F,1911,Mary,804,1
AL,F,1911,Annie,380,2
AL,F,1911,Willie,230,3
HI,F,1911,Mary,56,1
HI,F,1911,Helen,26,2
HI,F,1911,Margaret,19,3
OR,F,1911,Dorothy,90,1
OR,F,1911,Helen,86,2
OR,F,1911,Mary,73,3
FL,M,1911,James,228,1
FL,M,1911,John,173,2
FL,M,1911,William,145,3
MD,M,1911,William,228,1
MD,M,1911,John,200,2
MD,M,1911,James,193,3
KS,F,1911,Mary,278,1
KS,F,1911,Helen,210,2
KS,F,1911,Dorothy,178,3
MO,F,1911,Mary,626,1
MO,F,1911,Helen,373,2
MO,F,1911,Dorothy,313,3
FL,F,1911,Mary,223,1
FL,F,1911,Annie,98,2
FL,F,1911,Willie,71,3
RI,M,1911,John,110,1
RI,M,1911,Joseph,108,2
RI,M,1911,William,65,3
MN,F,1911,Mary,267,1
MN,F,1911,Helen,246,2
MN,F,1911,Dorothy,203,3
PA,F,1911,Mary,3188,1
PA,F,1911,Helen,1733,2
PA,F,1911,Anna,1555,3
ID,F,1911,Mary,50,1
ID,F,1911,Helen,45,2
ID,F,1911,Dorothy,35,3
MA,M,1911,John,868,1
MA,M,1911,Joseph,562,2
MA,M,1911,William,479,3
UT,F,1911,Mary,71,1
UT,F,1911,Helen,57,2
UT,F,1911,Ruth,54,3
MS,M,1911,James,401,1
MS,M,1911,John,364,2
MS,M,1911,Willie,303,3
PA,M,1911,John,1672,1
PA,M,1911,William,1020,2
PA,M,1911,Joseph,988,3
GA,M,1911,James,706,1
GA,M,1911,John,569,2
GA,M,1911,Willie,469,3
WY,M,1911,John,17,1
WY,M,1911,William,15,2
WY,M,1911,Robert,14,3
AZ,F,1911,Mary,67,1
AZ,F,1911,Maria,32,2
AZ,F,1911,Carmen,22,3
NC,F,1911,Mary,838,1
NC,F,1911,Annie,373,2
NC,F,1911,Ruth,227,3
NY,M,1911,John,1624,1
NY,M,1911,Joseph,1269,2
NY,M,1911,William,1122,3
WI,M,1911,John,163,1
WI,M,1911,Edward,99,2
WI,M,1911,George,96,3
MA,F,1911,Mary,1248,1
MA,F,1911,Helen,678,2
MA,F,1911,Dorothy,465,3
VT,F,1911,Mary,62,1
VT,F,1911,Ruth,41,2
VT,F,1911,Helen,38,3
ID,M,1911,William,38,1
ID,M,1911,John,36,2
ID,M,1911,James,27,3
ME,F,1911,Dorothy,83,1
ME,F,1911,Mary,83,2
ME,F,1911,Helen,74,3
CT,M,1911,John,244,1
CT,M,1911,Joseph,184,2
CT,M,1911,William,153,3
IA,M,1911,John,120,1
IA,M,1911,William,106,2
IA,M,1911,Robert,85,3
NM,M,1911,Jose,60,1
NM,M,1911,John,48,2
NM,M,1911,Joe,40,3
OH,M,1911,John,500,1
OH,M,1911,William,408,2
OH,M,1911,Robert,339,3
AR,F,1911,Mary,386,1
AR,F,1911,Ruby,155,2
AR,F,1911,Ruth,117,3
NE,F,1911,Helen,185,1
NE,F,1911,Mary,142,2
NE,F,1911,Dorothy,136,3
IL,F,1911,Mary,1207,1
IL,F,1911,Helen,950,2
IL,F,1911,Dorothy,590,3
MI,F,1911,Mary,456,1
MI,F,1911,Helen,436,2
MI,F,1911,Dorothy,320,3
WI,F,1911,Mary,278,1
WI,F,1911,Dorothy,261,2
WI,F,1911,Helen,254,3
WV,F,1911,Mary,441,1
WV,F,1911,Virginia,161,2
WV,F,1911,Helen,135,3
VT,M,1911,John,33,1
VT,M,1911,William,32,2
VT,M,1911,George,25,3
KY,M,1911,William,353,1
KY,M,1911,James,333,2
KY,M,1911,John,290,3
ND,F,1911,Mary,96,1
ND,F,1911,Margaret,72,2
ND,F,1911,Helen,71,3
NV,M,1911,John,11,1
NV,M,1911,William,8,2
NV,M,1911,George,6,3
LA,F,1911,Mary,502,1
LA,F,1911,Marie,180,2
LA,F,1911,Annie,154,3
ME,M,1911,John,70,1
ME,M,1911,Joseph,58,2
ME,M,1911,George,52,3
UT,M,1911,John,49,1
UT,M,1911,George,39,2
UT,M,1911,William,31,3
NM,F,1911,Mary,111,1
NM,F,1911,Maria,54,2
NM,F,1911,Frances,27,3
AZ,M,1911,John,34,1
AZ,M,1911,Joe,25,2
AZ,M,1911,Jose,22,3
NH,M,1911,John,55,1
NH,M,1911,Joseph,53,2
NH,M,1911,William,38,3
OR,M,1911,John,53,1
OR,M,1911,James,39,2
OR,M,1911,William,39,3
MN,M,1911,John,160,1
MN,M,1911,William,111,2
MN,M,1911,Joseph,92,3
TX,M,1911,James,435,1
TX,M,1911,John,374,2
TX,M,1911,William,371,3
MD,F,1911,Mary,425,1
MD,F,1911,Margaret,215,2
MD,F,1911,Helen,185,3
WV,M,1911,William,183,1
WV,M,1911,John,151,2
WV,M,1911,James,146,3
DE,M,1911,William,36,1
DE,M,1911,John,25,2
DE,M,1911,George,24,3
RI,F,1911,Mary,168,1
RI,F,1911,Helen,82,2
RI,F,1911,Anna,66,3
AK,M,1911,John,15,1
AK,M,1911,James,8,2
AK,M,1911,Peter,6,3
MT,F,1911,Mary,72,1
MT,F,1911,Margaret,59,2
MT,F,1911,Dorothy,51,3
OK,F,1911,Mary,348,1
OK,F,1911,Ruby,206,2
OK,F,1911,Ruth,169,3
CA,M,1911,John,214,1
CA,M,1911,William,203,2
CA,M,1911,Robert,153,3
ND,M,1911,John,45,1
ND,M,1911,William,36,2
ND,M,1911,George,33,3
SD,M,1911,John,54,1
SD,M,1911,William,36,2
SD,M,1911,George,34,3
NH,F,1911,Mary,68,1
NH,F,1911,Dorothy,57,2
NH,F,1911,Alice,40,3
NE,M,1911,John,98,1
NE,M,1911,William,79,2
NE,M,1911,George,63,3
OK,M,1911,James,198,1
OK,M,1911,William,187,2
OK,M,1911,John,179,3
VA,F,1911,Mary,747,1
VA,F,1911,Virginia,291,2
VA,F,1911,Elizabeth,255,3
AR,M,1911,James,247,1
AR,M,1911,William,200,2
AR,M,1911,John,187,3
WY,F,1911,Mary,30,1
WY,F,1911,Helen,17,2
WY,F,1911,Frances,16,3
IN,F,1911,Mary,612,1
IN,F,1911,Helen,370,2
IN,F,1911,Dorothy,308,3
AL,M,1911,James,468,1
AL,M,1911,John,406,2
AL,M,1911,William,353,3
CA,F,1911,Mary,390,1
CA,F,1911,Dorothy,241,2
CA,F,1911,Helen,209,3
CO,F,1911,Mary,169,1
CO,F,1911,Helen,109,2
CO,F,1911,Dorothy,90,3
SC,M,1911,James,576,1
SC,M,1911,John,398,2
SC,M,1911,William,343,3
NJ,F,1911,Mary,733,1
NJ,F,1911,Helen,523,2
NJ,F,1911,Anna,409,3
IL,M,1911,John,679,1
IL,M,1911,William,471,2
IL,M,1911,James,342,3
LA,M,1911,John,223,1
LA,M,1911,James,205,2
LA,M,1911,Joseph,181,3
NJ,M,1911,John,530,1
NJ,M,1911,Joseph,371,2
NJ,M,1911,William,350,3
IA,F,1911,Helen,281,1
IA,F,1911,Mary,279,2
IA,F,1911,Dorothy,245,3
OH,F,1911,Mary,1277,1
OH,F,1911,Helen,810,2
OH,F,1911,Dorothy,592,3
CT,F,1911,Mary,382,1
CT,F,1911,Helen,223,2
CT,F,1911,Anna,146,3
AK,F,1911,Mary,12,1
AK,F,1911,Margaret,7,2
AK,F,1911,Ruth,7,3
WA,F,1911,Helen,131,1
WA,F,1911,Mary,131,2
WA,F,1911,Margaret,121,3
NY,F,1911,Mary,2322,1
NY,F,1911,Helen,1481,2
NY,F,1911,Margaret,1194,3
DC,M,1911,William,70,1
DC,M,1911,John,65,2
DC,M,1911,Charles,49,3
WA,M,1911,John,113,1
WA,M,1911,William,86,2
WA,M,1911,Robert,82,3
MO,M,1911,William,319,1
MO,M,1911,John,287,2
MO,M,1911,James,274,3
TN,M,1911,James,433,1
TN,M,1911,William,332,2
TN,M,1911,John,312,3
MT,M,1911,John,56,1
MT,M,1911,William,46,2
MT,M,1911,James,31,3
GA,F,1911,Mary,893,1
GA,F,1911,Annie,520,2
GA,F,1911,Willie,284,3
SC,F,1911,Mary,508,1
SC,F,1911,Annie,342,2
SC,F,1911,Elizabeth,181,3
TN,F,1911,Mary,721,1
TN,F,1911,Ruby,201,2
TN,F,1911,Ruth,180,3
VA,M,1911,James,505,1
VA,M,1911,William,494,2
VA,M,1911,John,370,3
TX,F,1911,Mary,906,1
TX,F,1911,Ruby,379,2
TX,F,1911,Annie,284,3
CO,M,1911,John,109,1
CO,M,1911,Robert,64,2
CO,M,1911,William,64,3
MI,M,1911,John,230,1
MI,M,1911,William,171,2
MI,M,1911,Robert,136,3
DE,F,1911,Mary,49,1
DE,F,1911,Helen,37,2
DE,F,1911,Mildred,31,3
SD,F,1911,Helen,80,1
SD,F,1911,Mary,68,2
SD,F,1911,Dorothy,60,3
HI,M,1911,John,27,1
HI,M,1911,Joseph,23,2
HI,M,1911,George,20,3
NC,M,1911,James,690,1
NC,M,1911,John,477,2
NC,M,1911,William,470,3
MS,F,1911,Mary,606,1
MS,F,1911,Annie,296,2
MS,F,1911,Willie,206,3
DC,F,1911,Mary,88,1
DC,F,1911,Dorothy,49,2
DC,F,1911,Helen,44,3
NV,F,1911,Margaret,8,1
NV,F,1911,Helen,7,2
NV,F,1911,Dorothy,6,3
IN,M,1911,John,222,1
IN,M,1911,William,180,2
IN,M,1911,Robert,171,3
MI,F,1912,Mary,628,1
MI,F,1912,Helen,604,2
MI,F,1912,Dorothy,458,3
WY,F,1912,Mary,44,1
WY,F,1912,Margaret,21,2
WY,F,1912,Mildred,20,3
MS,M,1912,James,662,1
MS,M,1912,John,529,2
MS,M,1912,Willie,414,3
NY,M,1912,John,2708,1
NY,M,1912,Joseph,2250,2
NY,M,1912,William,1923,3
OK,F,1912,Mary,431,1
OK,F,1912,Ruby,246,2
OK,F,1912,Ruth,237,3
FL,M,1912,James,319,1
FL,M,1912,John,252,2
FL,M,1912,William,241,3
ID,M,1912,John,71,1
ID,M,1912,William,65,2
ID,M,1912,Robert,54,3
MN,M,1912,John,371,1
MN,M,1912,William,231,2
MN,M,1912,George,218,3
OR,M,1912,Robert,114,1
OR,M,1912,John,113,2
OR,M,1912,William,106,3
SD,M,1912,John,98,1
SD,M,1912,William,69,2
SD,M,1912,Robert,59,3
WA,F,1912,Mary,207,1
WA,F,1912,Helen,184,2
WA,F,1912,Dorothy,165,3
PA,M,1912,John,3067,1
PA,M,1912,William,1903,2
PA,M,1912,Joseph,1862,3
CA,M,1912,John,501,1
CA,M,1912,William,412,2
CA,M,1912,Robert,350,3
DC,M,1912,William,105,1
DC,M,1912,John,100,2
DC,M,1912,James,95,3
HI,M,1912,John,44,1
HI,M,1912,George,31,2
HI,M,1912,Robert,26,3
IA,M,1912,John,342,1
IA,M,1912,Robert,236,2
IA,M,1912,William,232,3
WI,F,1912,Mary,394,1
WI,F,1912,Helen,352,2
WI,F,1912,Margaret,346,3
WY,M,1912,John,33,1
WY,M,1912,James,25,2
WY,M,1912,George,23,3
CA,F,1912,Mary,534,1
CA,F,1912,Dorothy,406,2
CA,F,1912,Helen,321,3
NJ,F,1912,Mary,1024,1
NJ,F,1912,Helen,722,2
NJ,F,1912,Anna,532,3
VA,F,1912,Mary,998,1
VA,F,1912,Virginia,434,2
VA,F,1912,Margaret,334,3
NM,M,1912,Jose,76,1
NM,M,1912,Joe,69,2
NM,M,1912,John,65,3
NV,M,1912,John,24,1
NV,M,1912,William,18,2
NV,M,1912,Frank,10,3
KS,M,1912,John,281,1
KS,M,1912,William,238,2
KS,M,1912,Robert,188,3
NE,F,1912,Helen,257,1
NE,F,1912,Mary,215,2
NE,F,1912,Dorothy,209,3
TX,F,1912,Mary,1179,1
TX,F,1912,Ruby,485,2
TX,F,1912,Ruth,394,3
IL,M,1912,John,1538,1
IL,M,1912,William,1039,2
IL,M,1912,Joseph,848,3
WI,M,1912,John,367,1
WI,M,1912,William,252,2
WI,M,1912,George,229,3
ME,F,1912,Mary,131,1
ME,F,1912,Dorothy,129,2
ME,F,1912,Helen,99,3
OH,M,1912,John,1111,1
OH,M,1912,Robert,931,2
OH,M,1912,William,865,3
KS,F,1912,Mary,369,1
KS,F,1912,Helen,252,2
KS,F,1912,Dorothy,242,3
MO,F,1912,Mary,834,1
MO,F,1912,Helen,523,2
MO,F,1912,Dorothy,464,3
KY,M,1912,William,647,1
KY,M,1912,James,592,2
KY,M,1912,John,518,3
SC,M,1912,James,814,1
SC,M,1912,John,596,2
SC,M,1912,William,438,3
NY,F,1912,Mary,2909,1
NY,F,1912,Helen,2089,2
NY,F,1912,Dorothy,1442,3
PA,F,1912,Mary,4106,1
PA,F,1912,Helen,2241,2
PA,F,1912,Anna,2075,3
NJ,M,1912,John,1020,1
NJ,M,1912,Joseph,720,2
NJ,M,1912,William,707,3
SC,F,1912,Mary,711,1
SC,F,1912,Annie,328,2
SC,F,1912,Elizabeth,227,3
AR,M,1912,James,399,1
AR,M,1912,William,331,2
AR,M,1912,John,306,3
IN,F,1912,Mary,935,1
IN,F,1912,Helen,549,2
IN,F,1912,Dorothy,430,3
UT,F,1912,Mary,86,1
UT,F,1912,Helen,68,2
UT,F,1912,Ruth,58,3
GA,M,1912,James,1147,1
GA,M,1912,John,883,2
GA,M,1912,William,792,3
DC,F,1912,Mary,122,1
DC,F,1912,Dorothy,88,2
DC,F,1912,Helen,59,3
UT,M,1912,John,76,1
UT,M,1912,William,74,2
UT,M,1912,George,66,3
NV,F,1912,Dorothy,8,1
NV,F,1912,Helen,7,2
NV,F,1912,Josephine,7,3
NH,M,1912,John,85,1
NH,M,1912,George,65,2
NH,M,1912,Joseph,54,3
OR,F,1912,Helen,133,1
OR,F,1912,Mary,129,2
OR,F,1912,Margaret,95,3
MD,M,1912,William,433,1
MD,M,1912,John,384,2
MD,M,1912,James,314,3
NC,M,1912,James,1092,1
NC,M,1912,William,801,2
NC,M,1912,John,747,3
RI,F,1912,Mary,266,1
RI,F,1912,Helen,111,2
RI,F,1912,Dorothy,88,3
ND,F,1912,Mary,100,1
ND,F,1912,Helen,95,2
ND,F,1912,Margaret,91,3
AZ,M,1912,John,73,1
AZ,M,1912,Frank,35,2
AZ,M,1912,James,35,3
VA,M,1912,James,777,1
VA,M,1912,William,734,2
VA,M,1912,John,633,3
MA,F,1912,Mary,1636,1
MA,F,1912,Helen,829,2
MA,F,1912,Dorothy,647,3
CT,M,1912,John,430,1
CT,M,1912,Joseph,344,2
CT,M,1912,William,274,3
HI,F,1912,Mary,62,1
HI,F,1912,Alice,33,2
HI,F,1912,Helen,32,3
ID,F,1912,Mary,77,1
ID,F,1912,Dorothy,55,2
ID,F,1912,Helen,49,3
MT,F,1912,Mary,108,1
MT,F,1912,Margaret,81,2
MT,F,1912,Helen,73,3
WA,M,1912,John,229,1
WA,M,1912,Robert,166,2
WA,M,1912,William,156,3
LA,F,1912,Mary,658,1
LA,F,1912,Marie,203,2
LA,F,1912,Annie,195,3
MD,F,1912,Mary,562,1
MD,F,1912,Margaret,296,2
MD,F,1912,Helen,256,3
MO,M,1912,William,617,1
MO,M,1912,John,606,2
MO,M,1912,James,484,3
IL,F,1912,Mary,1594,1
IL,F,1912,Helen,1307,2
IL,F,1912,Dorothy,957,3
CT,F,1912,Mary,471,1
CT,F,1912,Helen,285,2
CT,F,1912,Margaret,188,3
NM,F,1912,Mary,155,1
NM,F,1912,Maria,75,2
NM,F,1912,Frances,41,3
NH,F,1912,Mary,95,1
NH,F,1912,Ruth,57,2
NH,F,1912,Helen,52,3
AL,M,1912,James,784,1
AL,M,1912,John,602,2
AL,M,1912,William,589,3
DE,F,1912,Mary,77,1
DE,F,1912,Dorothy,47,2
DE,F,1912,Helen,37,3
IA,F,1912,Mary,403,1
IA,F,1912,Helen,398,2
IA,F,1912,Dorothy,323,3
AK,F,1912,Mary,9,1
AK,F,1912,Elsie,8,2
AK,F,1912,Agnes,7,3
MT,M,1912,John,124,1
MT,M,1912,William,91,2
MT,M,1912,James,68,3
TN,M,1912,James,792,1
TN,M,1912,William,575,2
TN,M,1912,John,550,3
VT,F,1912,Mary,95,1
VT,F,1912,Dorothy,59,2
VT,F,1912,Helen,57,3
AL,F,1912,Mary,1041,1
AL,F,1912,Annie,539,2
AL,F,1912,Willie,287,3
MN,F,1912,Mary,379,1
MN,F,1912,Helen,364,2
MN,F,1912,Dorothy,301,3
AK,M,1912,John,16,1
AK,M,1912,William,10,2
AK,M,1912,George,9,3
OK,M,1912,William,378,1
OK,M,1912,John,328,2
OK,M,1912,James,300,3
GA,F,1912,Mary,1170,1
GA,F,1912,Annie,633,2
GA,F,1912,Willie,402,3
NC,F,1912,Mary,1086,1
NC,F,1912,Annie,455,2
NC,F,1912,Ruth,313,3
TX,M,1912,James,877,1
TX,M,1912,John,859,2
TX,M,1912,William,828,3
KY,F,1912,Mary,984,1
KY,F,1912,Margaret,236,2
KY,F,1912,Anna,232,3
LA,M,1912,John,407,1
LA,M,1912,James,357,2
LA,M,1912,Joseph,296,3
NE,M,1912,John,225,1
NE,M,1912,William,173,2
NE,M,1912,Harold,135,3
CO,M,1912,John,198,1
CO,M,1912,William,134,2
CO,M,1912,James,110,3
OH,F,1912,Mary,1868,1
OH,F,1912,Helen,1108,2
OH,F,1912,Ruth,835,3
DE,M,1912,John,79,1
DE,M,1912,William,55,2
DE,M,1912,Charles,41,3
TN,F,1912,Mary,869,1
TN,F,1912,Ruby,275,2
TN,F,1912,Ruth,234,3
IN,M,1912,John,473,1
IN,M,1912,Robert,449,2
IN,M,1912,William,427,3
MA,M,1912,John,1276,1
MA,M,1912,Joseph,877,2
MA,M,1912,William,796,3
ND,M,1912,John,122,1
ND,M,1912,William,67,2
ND,M,1912,George,66,3
WV,M,1912,James,328,1
WV,M,1912,William,280,2
WV,M,1912,John,265,3
WV,F,1912,Mary,519,1
WV,F,1912,Virginia,248,2
WV,F,1912,Helen,176,3
RI,M,1912,John,172,1
RI,M,1912,Joseph,123,2
RI,M,1912,William,117,3
AZ,F,1912,Mary,100,1
AZ,F,1912,Maria,34,2
AZ,F,1912,Helen,30,3
VT,M,1912,William,55,1
VT,M,1912,George,49,2
VT,M,1912,John,43,3
AR,F,1912,Mary,491,1
AR,F,1912,Ruby,263,2
